text,metka
"Оларды үйге әкелісімен жылы суға салып, саз-топырағын жуып тастайды. Ұста оларды барынша әрлеп, әсемдеп ожау, қамшы сап, құты-сауыт, тарақ, көзілдірік жасап шығаратын",0
"Жаны жайсаң жақсы адамдар мен жақын жүргенге не жетсін! Ондайлармен жүздесіп, бірге жүрудің өзі мерейіңді өсіреді, көңіліңді көтереді.",0
"Қазақтың тұңғыш ғарышкері Халық қаhарманы Тоқтар Әубәкіровпен бір сәт жүздесе қалса, кім-кімнің де осындай жақсы ойда болары сөзсіз.",0
"Өйткені қазақтың атағын төрткүл дүниеге танытқан Тоқтар Оңғарбайұлының өн бойынан батырлықпен бірге кішіпейілділікті, қарапайымдылықты, үлкен адамгершілікті аңғару қиын емес. Ол кісінің балаша аңқылдаған ақ жүрегін айтсаңшы.",0
"Иә, қазақтың тұңғыш ғарышкері Тоқтар Әубәкіров туралы баспасөз бетінде аз жазылған жоқ. Аты аңызға айналған оны бесіктегі баладан бастап, еңкейген кәріге дейін жақсы біледі.",0
"Тоқаңның депутат, мемлекет қайраткері ретінде істеген игілікті істері жөнінде көп айтуға болады.",0
Біз Алматы қаласында тұрамыз. Алматы қаласы – ең әдемі қалалардың бірі.,0
"Таудан төмен қарай созылған тіп-тік, әдемі көшелері неше түрлі ағаштармен көмкерілген.",0
Көшелердің екі жағынан сылдыраған мөлдір бұлақтар ағып жатады.,0
"Достық атындағы сарай, Спорт сарайы, Оқушылар сарайы және көп қабатты қонақ үйлер өздерінің керемет көркемдігімен көздің жауын алады.",0
Қаланың оңтүстігін басынан өмір бойы қар кетпейтін ақ бас Алатау қоршаған.,0
"Тау беттерін қысы-жазы өзгермей, ылғи жап-жасыл болып тұратын шыршалар мен қарағайлар, ақ қайыңдар жапқан.",0
"Қалада тарихи орындар, мұражайлар, көрікті жерлер, бақтар өте көп.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
Алматы қаласының табиғаты – сирек кездесетін тамаша табиғат!,0
Сөзден әдемілеп әңгіме шығару өнері үй салу өнеріне ұқсас,0
Үй салуға түрлі зат керек,0
"Ол керек зат топырақ болса, оны біріктіріп илейді, иленген балшықтан кірпіш құяды",0
"Кірпішті қалап, неше түрлі үй қылып шығарады",0
"Неғұрлым жоба жасайтын сәулет өнерпазы қиялға бай болса, соғұрлым салған үй сәулетті болып шығады.",0
Сөзден құрастырылып пікірлі әңгіме шығару үшін жұмсалатын зат – сөздер,0
"Үйдің түрлі болып шығуы балшығынан, кірпішінен, әсіресе, қалауынан болатыны сияқты, әңгіменің түрлі болып шығатыны тілдің дыбысынан, сөзінен, әсіресе, сөздің тізілуінен.",0
"Рас, әңгіменің әдемі",0
болып шығуы сөздің тізілуі мен әңгіме айтушының пікірлеуінде.,0
"Жазушы қиялға неғұрлым бай, пікірге шебер болса, шығарған сөзде соғұрлым әсерлі, әдемі шықпақ",0
Күзге салымғы шуақ күндердің бірі.,0
Танабай аулы Ақмоланың оңтүстік жағындағы Нұра өзенінің бойындағы қыстауында еді,0
"Өзеннің жағалары қалың биік тас, кей жерлерде талмен араласа шыққан қамыс.",0
"Араларында, қырат жерлерде биік қараған, тобылғы.",0
"Өзенннің екі жағындағы жалпақ шыққан неше түрлі өсімдіктің сары ала алтынданып, әбден піскен кезі. Қарағандардың да жапырақтары сарғайып, бүршіктері қызарып, құндақтары тұқым шашқан",0
"Тікендердің жазғы гүлдерінің орындарына қызыл моншақтай, сабақтаған түймелердей болып, итмұрындар самсаған.",0
Қызыл тобылғылардың жасыл жапырақтары алтындай сарғайып құбылған.,0
"Өзеннің және қара сулардың жағаларындағы селдіреген қамыстардың әдемі шашақтары үлбіреп, жел соқса, ақырын ырғала желбіреп, сары үкідей болып сарғайған",0
Көшелердің екі жағынан сылдыраған мөлдір бұлақтар ағып жатады.,0
"Достық атындағы сарай, Спорт сарайы, Оқушылар сарайы және көп қабатты қонақ үйлер өздерінің керемет көркемдігімен көздің жауын алады.",0
Қаланың оңтүстігін басынан өмір бойы қар кетпейтін ақ бас Алатау қоршаған.,0
"Тау беттерін қысы-жазы өзгермей, ылғи жап-жасыл болып тұратын шыршалар мен қарағайлар, ақ қайыңдар жапқан.",0
"Қалада тарихи орындар, мұражайлар, көрікті жерлер, бақтар өте көп.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
Алматы қаласының табиғаты – сирек кездесетін тамаша табиғат!,0
Сөзден әдемілеп әңгіме шығару өнері үй салу өнеріне ұқсас,0
Үй салуға түрлі зат керек,0
"Ол керек зат топырақ болса, оны біріктіріп илейді, иленген балшықтан кірпіш құяды",0
"Кірпішті қалап, неше түрлі үй қылып шығарады",0
"Неғұрлым жоба жасайтын сәулет өнерпазы қиялға бай болса, соғұрлым салған үй сәулетті болып шығады.",0
Сөзден құрастырылып пікірлі әңгіме шығару үшін жұмсалатын зат – сөздер,0
"Үйдің түрлі болып шығуы балшығынан, кірпішінен, әсіресе, қалауынан болатыны сияқты, әңгіменің түрлі болып шығатыны тілдің дыбысынан, сөзінен, әсіресе, сөздің тізілуінен.",0
"Рас, әңгіменің әдемі",0
болып шығуы сөздің тізілуі мен әңгіме айтушының пікірлеуінде.,0
"Жазушы қиялға неғұрлым бай, пікірге шебер болса, шығарған сөзде соғұрлым әсерлі, әдемі шықпақ",0
Күзге салымғы шуақ күндердің бірі.,0
Танабай аулы Ақмоланың оңтүстік жағындағы Нұра өзенінің бойындағы қыстауында еді,0
"Өзеннің жағалары қалың биік тас, кей жерлерде талмен араласа шыққан қамыс.",0
"Араларында, қырат жерлерде биік қараған, тобылғы.",0
"Өзенннің екі жағындағы жалпақ шыққан неше түрлі өсімдіктің сары ала алтынданып, әбден піскен кезі. Қарағандардың да жапырақтары сарғайып, бүршіктері қызарып, құндақтары тұқым шашқан",0
"Тікендердің жазғы гүлдерінің орындарына қызыл моншақтай, сабақтаған түймелердей болып, итмұрындар самсаған.",0
Қызыл тобылғылардың жасыл жапырақтары алтындай сарғайып құбылған.,0
"Өзеннің және қара сулардың жағаларындағы селдіреген қамыстардың әдемі шашақтары үлбіреп, жел соқса, ақырын ырғала желбіреп, сары үкідей болып сарғайған",0
"Сараң болу дегеніміз — болашаққа кең өріс ашудың орнына, қолында бар нәрсені жасырып, тәуекелге бел буа алмау.",0
Қазақ тілі – Қазақстан Республикасының тұрғылықты халқы қазақ халқының және шетелдерде өмір сүріп жатқан қазақтардың ұлттық тілі,0
Қазақстан Республикасының Тұңғыш Президенті – Нұрсұлтан Әбішұлы Назарбаев,0
Нұрсұлтан Әбішұлы Назарбаев жастық шағын Теміртау мен Қарағандыдағы темір өндіру зауытында өткізген.,0
"Алматы – Алатаудың баурайында орналасқан, көшелері жасыл жапырақты биік ағаштармен безендірілген, зәулім ғимараттары көп, сәнді қала.",0
"Алматы – Қазақстанның ең ірі мегаполисі. Ғылыми, білім беру, мәдени, тарихи, экономикалық, қаржылық, банктік және елдің индустриялық орталығы болып табылады.",0
Алматы – республикадағы ең көрікті қала. Қала архитектурасында ұлттық ерекшеліктің элементтері бар.,0
"Алматы – ірі ғылым, мәдениет және білім орталығы.",0
Астана – Азия елдерінің ішіндегі солтүстікте орналасқан қала. Астана – әлемдегі суық астаналардың қатарында.,0
"Шоқан Шыңғысұлы Уәлиханов – қазақтың ұлы ғалымы, шығыстанушы, тарихшы, фольклоршы, этнограф, географ, ағартушы.",0
Шоқан әкесі ашқан ауыл мектебінде хат таныған,0
Ыбырай Алтынсарин 1841 жылы Торғай облысының Затобол ауданында туған.,0
"Ыбырай Алтынсариннің өз әкесі ерте қайтыс болғандықтан, ол ұлы атасы Балғожа бидің тәрбиесінде өседі.",0
"Ыбырай Алтынсарин мектеп білімімен қанағаттанып қалмай, дүниежүзі әдебиеті классиктерінің шығармаларын өз бетімен оқып, одан үлгі нәр алады.",0
"Сабақ берген шығыс зерттеушісі В.Григорьевтің үйінде жиі болып, оның кітапханасынан көркем әдебиет, тарих, философия кітаптарын үнемі оқып, білімін тереңдетеді",0
"Оқуын үздік бітіргеннен кейін, Ыбырайға Орынбор бекінісінде қазақ балалары үшін мектеп ашуды тапсырады, сол мектепте оны орыс тілінің мұғалімі етіп белгілейді.",0
"Шалғай түкпірде мектеп ашу, оны ұйымдастыру өте қиын еді, қаражат жоқ, мектеп үйі жоқ, оқытушылар аз, оқулықтар жоқ. Алтынсарин осы да, басқа да қиындықтарды жеңді",0
1879 жылы Алтынсариннің әйгілі «Қазақ хрестоматиясы» және «Қазақтарға орыс тілін үйретудің бастауыш құралы» атты екі кітабы шықты.,0
"Алтынсарин туралы көркем шығармалар, ғылыми-зерттеулер көп жазылды.",0
"Абай – ақын, ағартушы, философ, қазақтың жазба әдебиетінің негізін қалаушы",0
"Қазақ халқының ұлы ақыны Абай 1845 жылы Семей облысының Абай ауданында туған. Абайдың әкесі Құнанбай аға сұлтан болған, өз елінің беделді адамы.",0
"Құрылыс материалдары – үйлерді, ғимараттарды салу мен жөндеуде пайдаланылатын табиғи және жасанды материалдар мен бұйымдар",0
Құрылыс машиналары – әр түрлі құрылыс жұмыстарына арналған машиналар мен механикаландырылған құрал-жабдықтар.,0
"Құрылыс индустриясы – құрылыс нысандарын жаңадан салу, ұлғайту, жаңғырту, күрделі жөндеуден өткізу, құрал-жабдықтар орнату, құрастыру жұмыстарын индустриялық әдіспен жүзеге асыратын құрылыс-құрастыру ұйымдарының жиынтығы.",0
"Құрылыс индустриясының үздіксіз дамуы шаруашылықтың барлық саласымен, әсіресе күрделі қаржының ұдайы өсуімен тығыз байланысты.",0
"Олар, негізінен, құрылысты мердігерлік тәсілмен жүргізеді",0
Қасым ұста іске жарайды-ау деген мүйіздерді жыл он екі ай бойы жинап жүретін,0
"Оның ішінде киіктің, арқардың, сиырдың, серкенің мүйіздері де болатын. Ол соның бәрін күн тимейтін саялы қалтарысқа жинап қоюшы еді",0
"Көктем шығып, ел жайлауға көшерде Қасым қыстау қасынан ағатын бұлақтың табанындағы қара қорыс, көкала сазды белшесінен қазып, мүйіздерді көміп кететін.",0
"Жаз өтіп, ел қыстауға оралғаннан бір, бір жарым айдан кейін Қасым ұста көктемгі көмбенің тоңын ойып, мүйізді үйге алып келеді.",0
"Оларды үйге әкелісімен жылы суға салып, саз-топырағын жуып тастайды. Ұста оларды барынша әрлеп, әсемдеп ожау, қамшы сап, құты-сауыт, тарақ, көзілдірік жасап шығаратын",0
"Жаны жайсаң жақсы адамдар мен жақын жүргенге не жетсін! Ондайлармен жүздесіп, бірге жүрудің өзі мерейіңді өсіреді, көңіліңді көтереді.",0
"Қазақтың тұңғыш ғарышкері Халық қаhарманы Тоқтар Әубәкіровпен бір сәт жүздесе қалса, кім-кімнің де осындай жақсы ойда болары сөзсіз.",0
"Өйткені қазақтың атағын төрткүл дүниеге танытқан Тоқтар Оңғарбайұлының өн бойынан батырлықпен бірге кішіпейілділікті, қарапайымдылықты, үлкен адамгершілікті аңғару қиын емес. Ол кісінің балаша аңқылдаған ақ жүрегін айтсаңшы.",0
"Иә, қазақтың тұңғыш ғарышкері Тоқтар Әубәкіров туралы баспасөз бетінде аз жазылған жоқ. Аты аңызға айналған оны бесіктегі баладан бастап, еңкейген кәріге дейін жақсы біледі.",0
"Тоқаңның депутат, мемлекет қайраткері ретінде істеген игілікті істері жөнінде көп айтуға болады.",0
Біз Алматы қаласында тұрамыз. Алматы қаласы – ең әдемі қалалардың бірі.,0
"Таудан төмен қарай созылған тіп-тік, әдемі көшелері неше түрлі ағаштармен көмкерілген.",0
Көшелердің екі жағынан сылдыраған мөлдір бұлақтар ағып жатады.,0
"Достық атындағы сарай, Спорт сарайы, Оқушылар сарайы және көп қабатты қонақ үйлер өздерінің керемет көркемдігімен көздің жауын алады.",0
Қаланың оңтүстігін басынан өмір бойы қар кетпейтін ақ бас Алатау қоршаған.,0
"Тау беттерін қысы-жазы өзгермей, ылғи жап-жасыл болып тұратын шыршалар мен қарағайлар, ақ қайыңдар жапқан.",0
"Қалада тарихи орындар, мұражайлар, көрікті жерлер, бақтар өте көп.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
Алматы қаласының табиғаты – сирек кездесетін тамаша табиғат!,0
Сөзден әдемілеп әңгіме шығару өнері үй салу өнеріне ұқсас,0
Үй салуға түрлі зат керек,0
"Ол керек зат топырақ болса, оны біріктіріп илейді, иленген балшықтан кірпіш құяды",0
"Кірпішті қалап, неше түрлі үй қылып шығарады",0
"Неғұрлым жоба жасайтын сәулет өнерпазы қиялға бай болса, соғұрлым салған үй сәулетті болып шығады.",0
Сөзден құрастырылып пікірлі әңгіме шығару үшін жұмсалатын зат – сөздер,0
"Үйдің түрлі болып шығуы балшығынан, кірпішінен, әсіресе, қалауынан болатыны сияқты, әңгіменің түрлі болып шығатыны тілдің дыбысынан, сөзінен, әсіресе, сөздің тізілуінен.",0
"Рас, әңгіменің әдемі",0
болып шығуы сөздің тізілуі мен әңгіме айтушының пікірлеуінде.,0
"Жазушы қиялға неғұрлым бай, пікірге шебер болса, шығарған сөзде соғұрлым әсерлі, әдемі шықпақ",0
Күзге салымғы шуақ күндердің бірі.,0
Танабай аулы Ақмоланың оңтүстік жағындағы Нұра өзенінің бойындағы қыстауында еді,0
"Өзеннің жағалары қалың биік тас, кей жерлерде талмен араласа шыққан қамыс.",0
"Араларында, қырат жерлерде биік қараған, тобылғы.",0
"Өзенннің екі жағындағы жалпақ шыққан неше түрлі өсімдіктің сары ала алтынданып, әбден піскен кезі. Қарағандардың да жапырақтары сарғайып, бүршіктері қызарып, құндақтары тұқым шашқан",0
"Тікендердің жазғы гүлдерінің орындарына қызыл моншақтай, сабақтаған түймелердей болып, итмұрындар самсаған.",0
Қызыл тобылғылардың жасыл жапырақтары алтындай сарғайып құбылған.,0
"Өзеннің және қара сулардың жағаларындағы селдіреген қамыстардың әдемі шашақтары үлбіреп, жел соқса, ақырын ырғала желбіреп, сары үкідей болып сарғайған",0
Көшелердің екі жағынан сылдыраған мөлдір бұлақтар ағып жатады.,0
"Достық атындағы сарай, Спорт сарайы, Оқушылар сарайы және көп қабатты қонақ үйлер өздерінің керемет көркемдігімен көздің жауын алады.",0
Қаланың оңтүстігін басынан өмір бойы қар кетпейтін ақ бас Алатау қоршаған.,0
"Тау беттерін қысы-жазы өзгермей, ылғи жап-жасыл болып тұратын шыршалар мен қарағайлар, ақ қайыңдар жапқан.",0
"Қалада тарихи орындар, мұражайлар, көрікті жерлер, бақтар өте көп.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
Алматы қаласының табиғаты – сирек кездесетін тамаша табиғат!,0
Сөзден әдемілеп әңгіме шығару өнері үй салу өнеріне ұқсас,0
Үй салуға түрлі зат керек,0
"Ол керек зат топырақ болса, оны біріктіріп илейді, иленген балшықтан кірпіш құяды",0
"Кірпішті қалап, неше түрлі үй қылып шығарады",0
"Неғұрлым жоба жасайтын сәулет өнерпазы қиялға бай болса, соғұрлым салған үй сәулетті болып шығады.",0
Сөзден құрастырылып пікірлі әңгіме шығару үшін жұмсалатын зат – сөздер,0
"Үйдің түрлі болып шығуы балшығынан, кірпішінен, әсіресе, қалауынан болатыны сияқты, әңгіменің түрлі болып шығатыны тілдің дыбысынан, сөзінен, әсіресе, сөздің тізілуінен.",0
"Рас, әңгіменің әдемі",0
болып шығуы сөздің тізілуі мен әңгіме айтушының пікірлеуінде.,0
"Жазушы қиялға неғұрлым бай, пікірге шебер болса, шығарған сөзде соғұрлым әсерлі, әдемі шықпақ",0
Күзге салымғы шуақ күндердің бірі.,0
Танабай аулы Ақмоланың оңтүстік жағындағы Нұра өзенінің бойындағы қыстауында еді,0
"Өзеннің жағалары қалың биік тас, кей жерлерде талмен араласа шыққан қамыс.",0
"Араларында, қырат жерлерде биік қараған, тобылғы.",0
"Өзенннің екі жағындағы жалпақ шыққан неше түрлі өсімдіктің сары ала алтынданып, әбден піскен кезі. Қарағандардың да жапырақтары сарғайып, бүршіктері қызарып, құндақтары тұқым шашқан",0
"Тікендердің жазғы гүлдерінің орындарына қызыл моншақтай, сабақтаған түймелердей болып, итмұрындар самсаған.",0
Мектеп бітіруші түлектер арасында ең көп таңдауға ие пән – физика.,0
Қоғамның өзі ақпарат пен технологияның көмегіне зәру және мұқтаж. Әлемнің өзі роботтарды қолданысқа шығарып жатыр,0
Инженер-технолог – мамандықтың бұл түрі сәулет өнері үлгісінің материалдық ақпараттандыру жабдығының жасаушысы.,0
"Оның атқарым құрамын, жүйелік бақылауы мен бағдарламалауын, құрылыс материалының технологиялық дайындамасын, жөндеу әдісі мен құрал-сайман сынамасын, және жұмыстың қалай өріс алуын бақылап, тексеріс жүргізіп отырады.",0
"Авиация сaласы – экономиканың дағдарысы ықпал етпейтін бірден-бір сала. Қазақстанда ғана емес, пилоттар Еуропада да тапшы.",0
Көлік және коммуникация – жол қатынасы бүгінгі таңда ең жақсы дамыған қатынас,0
"Кез келген автокөлік магистральдарының жөнделуі, жасалуы, төселуі, оның үстімен қандай көліктер жүруге тиіс, қаншалықты жүк тасымалы жүріп өтуі тиіс – барлығы дерлік көлік қатынасы немесе көлік техникасы мамандықтары арқылы жүзеге асады.",0
"Бұлардан бөлек радиотехника, радиоэлектроника, ақпараттық жүйе, астролог, металлургия сынды мамандықтарға да физика пәнін таңдайды",0
Ер-азаматтар үшін физика пәнін таңдаған тиімді.,0
"Техника дамыған бұл заманда физиканың заңдылықтарын жақсы меңгерсеңіз, далада қалмайсыз.",0
ХХ ғасыр ғылыми-техникалық революция ғасыры деп аталады.,0
Техниканың қарышты дамуына физиканың қосқан үлесі орасан зор. Сондықтан да техниканың негізі физика деген пікір берік қалыптасқан.,0
Физикалық білімнің техникада қолданылуын көрсететін көптеген мысалдарды келтіруге болады,0
ХХ ғасырдың ғылым мен техника саласындағы көптеген айтулы жетістіктері физикаға тікелей байланысты.,0
ХХ ғасырда адамзат физика мен техника жетістіктерінің арқасында ғарышқа көтерілді,0
Адамзат ақыл-ойының ХХ ғасыр қол жеткен ең ірі табыстарының бірі – кибернетика және оған байланысты электрондық есептеуіш техникасы.,0
Кибернетика ғылымының табыстарын өмірге жаппай енгізу жағынан біздің еліміздің алдында зор міндеттер түр,0
"Авиация – Жер маңайындағы әуе кеңістігінде ауадан ауыр аппараттармен (мысалы, ұшақ, тікұшақ т.б.) ұшуды білдіретін ұғым",0
"Ол француздың avіatіon сөзінен шыққан, ал оның түп тамыры латынша avіs – құс дегенді білдіреді.",0
Адамның аспанға ұшу жөніндегі арманы ерте заманнан басталған. Тасқа салынған қанатты адамдардың суреттері соның дәлелі болып табылады,0
Дүние жүзіндегі көптеген халықтардың ертегілері мен аңыздарында аспанға ұшу жөніндегі адам арманы айтылады.,0
Қазақстандағы авиацияның дамуы 1926 жылдан басталады.,0
Авиация өнеркәсібі – өнеркәсіптің арнаулы конструкторлық және өндірістік тәсілдермен авиация техникасын жасайтын саласы.,0
"Қазақстан үшін теміржол көлігінің маңызы өте зор. Қазақстанда теміржол барлық жүк тасымалы айналымының – 68%- ын, ал жолаушы тасымалының 32%-ын қамтамасыз етуде",0
Қазақстанның кеме жүруіне ашық су жолдарының ұзындығы – 3982 км.,0
"Радиотехника – радио диапазонындағы электромагниттік тербелістер мен толқындар арқылы генерациялау және күшейту, тарату, қабылдау тәсілдері мен оларды пайдалану мәселелерін зерттейтін ғылым.",0
"Радиотехника қазіргі кезде адамзат өмірінің барлық саласында қолданады Мысалы, кез келген қашықтықта радиотелефон байланысын орнату, кескін, чертеж, сурет, газет матрицаларын тарату, тез әрекетті телеграфтық радиобайланыс жасау",0
"Космос объектілері мен Жер, космос аппараттарының өз арасында тікелей байланыс орнатылады.",0
"Алыс қашықтықтағы пункттермен радио, телевизиялық байланыс жасау үшін пайдаланатын Жердің жасанды серіктері ретрансляциялық станция ретінде байланыс линиясының құрамына еніп отыр",0
"Радиотехника тәсілдері автоматты басқару, реттелу және информацияны өңдеу жүйелерінің негізін құрайды.",0
Осыған орай радиотехника жетістіктері электронды есептеуіш машиналарды жетілдіруге мүмкіндік берді,0
"Мысалы, алғашқы электрондық шамдармен жұмыс істесе, одан кейінгі кезде машиналар жартылай өткізгішті элементтермен, ал соңғы кездегі машиналар жартылай өткізгішті интегрралсхема негізінде жұмыс істейтін болды.",0
"Бұл салада оптикалық электрониканың голографияның, криогендік электрониканың келешегі зор",0
"Жоғары жиілікті қыздыру қондырғылары: аса таза металдарды алуда, болат бұйымдарының беттік қабатын шынықтандыру кезінде, ағаш, керамика, астық өнімдерін кептіруде, тамақ өнеркәсібінде, медицинада қолданылуда",0
"Радиотолқындар қолданысы метеорология ғылым саласымен тығыз байланысты. ",0
Атмосфералық радиобөгеулерді зерттеу негізінде радиоастрономия пайда болды.,0
Оптикалық телескоптармен байқалмайтын әлем аймақтары радиотелескоп арқылы зерттеледі,0
"Радиотелескоптар арқылы пульсарлар ашылды, біздің Галактиканың көзге көрінбейтін ядросы зерттелді, астрономиялық жаңалықтар ашылды",0
"Электроника – ғылым мен техниканың вакуумда, газда, сұйықта, қатты дене мен плазмада болды.",0
Оның физикалық электроника және техникалық электроника деп аталатын басты екі саласы бар,0
"Сараң болу дегеніміз — болашаққа кең өріс ашудың орнына, қолында бар нәрсені жасырып, тәуекелге бел буа алмау.",0
Қазақ тілі – Қазақстан Республикасының тұрғылықты халқы қазақ халқының және шетелдерде өмір сүріп жатқан қазақтардың ұлттық тілі,0
Қазақстан Республикасының Тұңғыш Президенті – Нұрсұлтан Әбішұлы Назарбаев,0
Нұрсұлтан Әбішұлы Назарбаев жастық шағын Теміртау мен Қарағандыдағы темір өндіру зауытында өткізген.,0
"Алматы – Алатаудың баурайында орналасқан, көшелері жасыл жапырақты биік ағаштармен безендірілген, зәулім ғимараттары көп, сәнді қала.",0
"Алматы – Қазақстанның ең ірі мегаполисі. Ғылыми, білім беру, мәдени, тарихи, экономикалық, қаржылық, банктік және елдің индустриялық орталығы болып табылады.",0
Алматы – республикадағы ең көрікті қала. Қала архитектурасында ұлттық ерекшеліктің элементтері бар.,0
"Алматы – ірі ғылым, мәдениет және білім орталығы.",0
Астана – Азия елдерінің ішіндегі солтүстікте орналасқан қала. Астана – әлемдегі суық астаналардың қатарында.,0
"Шоқан Шыңғысұлы Уәлиханов – қазақтың ұлы ғалымы, шығыстанушы, тарихшы, фольклоршы, этнограф, географ, ағартушы.",0
Шоқан әкесі ашқан ауыл мектебінде хат таныған,0
Ыбырай Алтынсарин 1841 жылы Торғай облысының Затобол ауданында туған.,0
"Ыбырай Алтынсариннің өз әкесі ерте қайтыс болғандықтан, ол ұлы атасы Балғожа бидің тәрбиесінде өседі.",0
"Ыбырай Алтынсарин мектеп білімімен қанағаттанып қалмай, дүниежүзі әдебиеті классиктерінің шығармаларын өз бетімен оқып, одан үлгі нәр алады.",0
"Сабақ берген шығыс зерттеушісі В.Григорьевтің үйінде жиі болып, оның кітапханасынан көркем әдебиет, тарих, философия кітаптарын үнемі оқып, білімін тереңдетеді",0
"Оқуын үздік бітіргеннен кейін, Ыбырайға Орынбор бекінісінде қазақ балалары үшін мектеп ашуды тапсырады, сол мектепте оны орыс тілінің мұғалімі етіп белгілейді.",0
"Шалғай түкпірде мектеп ашу, оны ұйымдастыру өте қиын еді, қаражат жоқ, мектеп үйі жоқ, оқытушылар аз, оқулықтар жоқ. Алтынсарин осы да, басқа да қиындықтарды жеңді",0
1879 жылы Алтынсариннің әйгілі «Қазақ хрестоматиясы» және «Қазақтарға орыс тілін үйретудің бастауыш құралы» атты екі кітабы шықты.,0
"Алтынсарин туралы көркем шығармалар, ғылыми-зерттеулер көп жазылды.",0
"Абай – ақын, ағартушы, философ, қазақтың жазба әдебиетінің негізін қалаушы",0
"Қазақ халқының ұлы ақыны Абай 1845 жылы Семей облысының Абай ауданында туған. Абайдың әкесі Құнанбай аға сұлтан болған, өз елінің беделді адамы.",0
"Құрылыс материалдары – үйлерді, ғимараттарды салу мен жөндеуде пайдаланылатын табиғи және жасанды материалдар мен бұйымдар",0
Құрылыс машиналары – әр түрлі құрылыс жұмыстарына арналған машиналар мен механикаландырылған құрал-жабдықтар.,0
"Құрылыс индустриясы – құрылыс нысандарын жаңадан салу, ұлғайту, жаңғырту, күрделі жөндеуден өткізу, құрал-жабдықтар орнату, құрастыру жұмыстарын индустриялық әдіспен жүзеге асыратын құрылыс-құрастыру ұйымдарының жиынтығы.",0
"Құрылыс индустриясының үздіксіз дамуы шаруашылықтың барлық саласымен, әсіресе күрделі қаржының ұдайы өсуімен тығыз байланысты.",0
"Олар, негізінен, құрылысты мердігерлік тәсілмен жүргізеді",0
Қасым ұста іске жарайды-ау деген мүйіздерді жыл он екі ай бойы жинап жүретін,0
"Оның ішінде киіктің, арқардың, сиырдың, серкенің мүйіздері де болатын. Ол соның бәрін күн тимейтін саялы қалтарысқа жинап қоюшы еді",0
"Көктем шығып, ел жайлауға көшерде Қасым қыстау қасынан ағатын бұлақтың табанындағы қара қорыс, көкала сазды белшесінен қазып, мүйіздерді көміп кететін.",0
"Жаз өтіп, ел қыстауға оралғаннан бір, бір жарым айдан кейін Қасым ұста көктемгі көмбенің тоңын ойып, мүйізді үйге алып келеді.",0
"Оларды үйге әкелісімен жылы суға салып, саз-топырағын жуып тастайды. Ұста оларды барынша әрлеп, әсемдеп ожау, қамшы сап, құты-сауыт, тарақ, көзілдірік жасап шығаратын",0
"Жаны жайсаң жақсы адамдар мен жақын жүргенге не жетсін! Ондайлармен жүздесіп, бірге жүрудің өзі мерейіңді өсіреді, көңіліңді көтереді.",0
"Қазақтың тұңғыш ғарышкері Халық қаhарманы Тоқтар Әубәкіровпен бір сәт жүздесе қалса, кім-кімнің де осындай жақсы ойда болары сөзсіз.",0
"Өйткені қазақтың атағын төрткүл дүниеге танытқан Тоқтар Оңғарбайұлының өн бойынан батырлықпен бірге кішіпейілділікті, қарапайымдылықты, үлкен адамгершілікті аңғару қиын емес. Ол кісінің балаша аңқылдаған ақ жүрегін айтсаңшы.",0
"Иә, қазақтың тұңғыш ғарышкері Тоқтар Әубәкіров туралы баспасөз бетінде аз жазылған жоқ. Аты аңызға айналған оны бесіктегі баладан бастап, еңкейген кәріге дейін жақсы біледі.",0
"Тоқаңның депутат, мемлекет қайраткері ретінде істеген игілікті істері жөнінде көп айтуға болады.",0
Біз Алматы қаласында тұрамыз. Алматы қаласы – ең әдемі қалалардың бірі.,0
"Таудан төмен қарай созылған тіп-тік, әдемі көшелері неше түрлі ағаштармен көмкерілген.",0
Көшелердің екі жағынан сылдыраған мөлдір бұлақтар ағып жатады.,0
"Достық атындағы сарай, Спорт сарайы, Оқушылар сарайы және көп қабатты қонақ үйлер өздерінің керемет көркемдігімен көздің жауын алады.",0
Қаланың оңтүстігін басынан өмір бойы қар кетпейтін ақ бас Алатау қоршаған.,0
"Тау беттерін қысы-жазы өзгермей, ылғи жап-жасыл болып тұратын шыршалар мен қарағайлар, ақ қайыңдар жапқан.",0
"Қалада тарихи орындар, мұражайлар, көрікті жерлер, бақтар өте көп.",0
"Қаланың батысы мен шығысынан Үлкен Алматы, Кіші Алматы өзендері ағып жатады.",0
Алматы қаласының табиғаты – сирек кездесетін тамаша табиғат!,0
Сөзден әдемілеп әңгіме шығару өнері үй салу өнеріне ұқсас,0
Үй салуға түрлі зат керек,0
"Ол керек зат топырақ болса, оны біріктіріп илейді, иленген балшықтан кірпіш құяды",0
"Кірпішті қалап, неше түрлі үй қылып шығарады",0
